typeSeason,slugSeason,idGame,dateGame,slugMatchup,slugTeamWinner,slugTeamLoser,numberGameDay,season
Regular Season,1989-90,28900317,1989-12-22,PHL @ BOS,PHL,BOS,5,1990
Regular Season,1989-90,28900318,1989-12-22,LAC @ DAL,DAL,LAC,6,1990
Regular Season,1989-90,28900319,1989-12-22,NYK @ WAS,NYK,WAS,7,1990
Regular Season,1989-90,28900320,1989-12-22,SAN @ PHX,SAN,PHX,8,1990
Regular Season,1989-90,28900321,1989-12-22,CLE @ MIL,MIL,CLE,9,1990
Regular Season,1989-90,28900322,1989-12-22,NJN vs. DET,DET,NJN,10,1990
Regular Season,1989-90,28900323,1989-12-22,UTH @ CHH,UTH,CHH,11,1990
Regular Season,1989-90,28900324,1989-12-23,NYK vs. NJN,NYK,NJN,1,1990
Regular Season,1989-90,28900325,1989-12-23,SAN vs. UTH,SAN,UTH,2,1990
Regular Season,1989-90,28900326,1989-12-23,DET vs. ORL,DET,ORL,3,1990
Regular Season,1989-90,28900327,1989-12-23,MIA vs. DEN,DEN,MIA,4,1990
Regular Season,1989-90,28900328,1989-12-23,LAC @ PHX,PHX,LAC,5,1990
Regular Season,1989-90,28900329,1989-12-23,CHI @ PHL,PHL,CHI,6,1990
Regular Season,1989-90,28900330,1989-12-23,SAC @ DAL,DAL,SAC,7,1990
Regular Season,1989-90,28900331,1989-12-23,MIN vs. MIL,MIL,MIN,8,1990
Regular Season,1989-90,28900332,1989-12-23,SEA vs. IND,IND,SEA,9,1990
Regular Season,1989-90,28900333,1989-12-25,CLE @ ATL,ATL,CLE,1,1990
Regular Season,1989-90,28900334,1989-12-26,SAC @ LAL,LAL,SAC,1,1990
Regular Season,1989-90,28900335,1989-12-26,BOS @ LAC,BOS,LAC,2,1990
Regular Season,1989-90,28900336,1989-12-26,DEN vs. PHL,DEN,PHL,3,1990
Regular Season,1989-90,28900337,1989-12-26,HOU @ MIL,MIL,HOU,4,1990
Regular Season,1989-90,28900338,1989-12-26,POR @ PHX,PHX,POR,5,1990
Regular Season,1989-90,28900339,1989-12-26,MIN @ CHI,CHI,MIN,6,1990
Regular Season,1989-90,28900340,1989-12-26,CHH vs. SAN,SAN,CHH,7,1990
Regular Season,1989-90,28900341,1989-12-26,ORL @ IND,IND,ORL,8,1990
Regular Season,1989-90,28900342,1989-12-26,UTH vs. GOS,UTH,GOS,9,1990
Regular Season,1989-90,28900343,1989-12-26,WAS @ NJN,NJN,WAS,10,1990
Regular Season,1989-90,28900344,1989-12-26,MIA vs. NYK,NYK,MIA,11,1990
Regular Season,1989-90,28900345,1989-12-27,CLE vs. DET,DET,CLE,1,1990
Regular Season,1989-90,28900346,1989-12-27,ATL @ DAL,DAL,ATL,2,1990
Regular Season,1989-90,28900347,1989-12-27,WAS vs. SAN,SAN,WAS,3,1990
Regular Season,1989-90,28900348,1989-12-27,HOU @ MIN,MIN,HOU,4,1990
Regular Season,1989-90,28900349,1989-12-27,SEA vs. PHL,SEA,PHL,5,1990
Regular Season,1989-90,28900350,1989-12-27,SAC vs. BOS,BOS,SAC,6,1990
Regular Season,1989-90,28900351,1989-12-27,ORL vs. IND,IND,ORL,7,1990
Regular Season,1989-90,28900352,1989-12-28,NYK @ NJN,NYK,NJN,1,1990
Regular Season,1989-90,28900353,1989-12-28,MIA @ DEN,DEN,MIA,2,1990
Regular Season,1989-90,28900354,1989-12-28,CLE @ CHH,CHH,CLE,3,1990
Regular Season,1989-90,28900355,1989-12-28,POR @ UTH,UTH,POR,4,1990
Regular Season,1989-90,28900356,1989-12-28,GOS @ LAC,LAC,GOS,5,1990
Regular Season,1989-90,28900357,1989-12-29,LAL vs. GOS,LAL,GOS,1,1990
Regular Season,1989-90,28900358,1989-12-29,BOS @ SEA,BOS,SEA,2,1990
Regular Season,1989-90,28900359,1989-12-29,SAN @ CHI,CHI,SAN,3,1990
Regular Season,1989-90,28900360,1989-12-29,PHL @ SAC,SAC,PHL,4,1990
Regular Season,1989-90,28900361,1989-12-29,IND vs. HOU,IND,HOU,5,1990
Regular Season,1989-90,28900362,1989-12-29,PHX @ MIN,PHX,MIN,6,1990
Regular Season,1989-90,28900363,1989-12-29,DAL vs. POR,POR,DAL,7,1990
Regular Season,1989-90,28900364,1989-12-29,MIL @ DET,MIL,DET,8,1990
Regular Season,1989-90,28900365,1989-12-30,NJN @ DET,DET,NJN,1,1990
Regular Season,1989-90,28900366,1989-12-30,CHH vs. HOU,CHH,HOU,2,1990
Regular Season,1989-90,28900367,1989-12-30,LAC vs. PHL,PHL,LAC,3,1990
Regular Season,1989-90,28900368,1989-12-30,NYK vs. ORL,NYK,ORL,4,1990
Regular Season,1989-90,28900369,1989-12-30,CLE vs. PHX,CLE,PHX,5,1990
Regular Season,1989-90,28900370,1989-12-30,DAL vs. DEN,DAL,DEN,6,1990
Regular Season,1989-90,28900371,1989-12-30,UTH vs. MIA,UTH,MIA,7,1990
Regular Season,1989-90,28900372,1989-12-30,ATL @ IND,IND,ATL,8,1990
Regular Season,1989-90,28900373,1989-12-30,CHI @ WAS,CHI,WAS,9,1990
Regular Season,1989-90,28900374,1989-12-30,MIN @ MIL,MIL,MIN,10,1990
Regular Season,1989-90,28900375,1990-01-02,DAL vs. IND,DAL,IND,1,1990
Regular Season,1989-90,28900376,1990-01-02,ORL vs. DET,DET,ORL,2,1990
Regular Season,1989-90,28900377,1990-01-02,MIL @ ATL,ATL,MIL,3,1990
Regular Season,1989-90,28900378,1990-01-02,POR vs. MIA,POR,MIA,4,1990
Regular Season,1989-90,28900379,1990-01-02,NYK vs. PHX,PHX,NYK,5,1990
Regular Season,1989-90,28900380,1990-01-02,WAS vs. NJN,WAS,NJN,6,1990
Regular Season,1989-90,28900381,1990-01-02,GOS vs. UTH,GOS,UTH,7,1990
Regular Season,1989-90,28900382,1990-01-02,LAC @ MIN,LAC,MIN,8,1990
Regular Season,1989-90,28900383,1990-01-03,PHL @ SAN,SAN,PHL,1,1990
Regular Season,1989-90,28900384,1990-01-03,MIL @ NJN,MIL,NJN,2,1990
Regular Season,1989-90,28900385,1990-01-03,LAC @ DET,DET,LAC,3,1990
Regular Season,1989-90,28900386,1990-01-03,CLE vs. CHI,CHI,CLE,4,1990
Regular Season,1989-90,28900387,1990-01-03,IND @ HOU,HOU,IND,5,1990
Regular Season,1989-90,28900388,1990-01-03,DEN @ LAL,LAL,DEN,6,1990
Regular Season,1989-90,28900389,1990-01-03,BOS vs. WAS,BOS,WAS,7,1990
Regular Season,1989-90,28900390,1990-01-03,UTH @ SEA,UTH,SEA,8,1990
Regular Season,1989-90,28900391,1990-01-04,CHH @ MIN,MIN,CHH,1,1990
Regular Season,1989-90,28900392,1990-01-04,DAL @ PHX,PHX,DAL,2,1990
Regular Season,1989-90,28900393,1990-01-04,NYK vs. ATL,NYK,ATL,3,1990
Regular Season,1989-90,28900394,1990-01-04,MIA @ GOS,GOS,MIA,4,1990
Regular Season,1989-90,28900395,1990-01-04,SAC vs. DEN,DEN,SAC,5,1990
Regular Season,1989-90,28900396,1990-01-05,POR vs. UTH,POR,UTH,1,1990
Regular Season,1989-90,28900397,1990-01-05,DET vs. IND,DET,IND,2,1990
Regular Season,1989-90,28900398,1990-01-05,CLE vs. WAS,CLE,WAS,3,1990
Regular Season,1989-90,28900399,1990-01-05,SEA vs. MIA,SEA,MIA,4,1990
Regular Season,1989-90,28900400,1990-01-05,BOS vs. LAC,LAC,BOS,5,1990
Regular Season,1989-90,28900401,1990-01-05,PHL @ DAL,PHL,DAL,6,1990
Regular Season,1989-90,28900402,1990-01-05,ORL @ CHI,CHI,ORL,7,1990
Regular Season,1989-90,28900403,1990-01-06,IND @ CHH,CHH,IND,1,1990
Regular Season,1989-90,28900404,1990-01-06,SAC vs. POR,POR,SAC,2,1990
Regular Season,1989-90,28900405,1990-01-06,CLE @ ORL,CLE,ORL,3,1990
Regular Season,1989-90,28900406,1990-01-06,ATL vs. NJN,ATL,NJN,4,1990
Regular Season,1989-90,28900407,1990-01-06,GOS vs. LAL,GOS,LAL,5,1990
Regular Season,1989-90,28900408,1990-01-06,UTH @ DEN,UTH,DEN,6,1990
Regular Season,1989-90,28900409,1990-01-06,MIN @ SAN,SAN,MIN,7,1990
Regular Season,1989-90,28900410,1990-01-06,MIL vs. CHI,MIL,CHI,8,1990
Regular Season,1989-90,28900411,1990-01-06,HOU vs. PHL,HOU,PHL,9,1990
Regular Season,1989-90,28900412,1990-01-06,NYK @ DET,DET,NYK,10,1990
Regular Season,1989-90,28900413,1990-01-06,WAS vs. BOS,BOS,WAS,11,1990
Regular Season,1989-90,28900414,1990-01-06,SEA vs. PHX,SEA,PHX,12,1990
Regular Season,1989-90,28900415,1990-01-07,ATL @ NJN,NJN,ATL,1,1990
Regular Season,1989-90,28900416,1990-01-07,MIA @ LAL,LAL,MIA,2,1990
Regular Season,1989-90,28900417,1990-01-07,LAC @ NYK,NYK,LAC,3,1990
Regular Season,1989-90,28900418,1990-01-08,MIL vs. CHH,MIL,CHH,1,1990
Regular Season,1989-90,28900419,1990-01-08,ORL vs. SAN,ORL,SAN,2,1990
Regular Season,1989-90,28900420,1990-01-08,PHL vs. IND,PHL,IND,3,1990
Regular Season,1989-90,28900421,1990-01-08,DEN @ GOS,GOS,DEN,4,1990
Regular Season,1989-90,28900422,1990-01-08,SEA @ DAL,DAL,SEA,5,1990
Regular Season,1989-90,28900423,1990-01-08,SAC @ POR,POR,SAC,6,1990
Regular Season,1989-90,28900424,1990-01-09,SEA @ HOU,HOU,SEA,1,1990
Regular Season,1989-90,28900425,1990-01-09,DET vs. CHI,DET,CHI,2,1990
Regular Season,1989-90,28900426,1990-01-09,SAN @ MIA,SAN,MIA,3,1990
Regular Season,1989-90,28900427,1990-01-09,WAS @ NYK,NYK,WAS,4,1990
Regular Season,1989-90,28900428,1990-01-09,NJN vs. BOS,NJN,BOS,5,1990
Regular Season,1989-90,28900429,1990-01-09,CHH vs. LAC,LAC,CHH,6,1990
Regular Season,1989-90,28900430,1990-01-09,SAC vs. MIN,SAC,MIN,7,1990
Regular Season,1989-90,28900431,1990-01-09,PHX vs. LAL,PHX,LAL,8,1990
Regular Season,1989-90,28900432,1990-01-10,UTH vs. DEN,UTH,DEN,1,1990
Regular Season,1989-90,28900433,1990-01-10,LAC @ ATL,LAC,ATL,2,1990
Regular Season,1989-90,28900434,1990-01-10,CHI @ IND,IND,CHI,3,1990
Regular Season,1989-90,28900435,1990-01-10,DET @ BOS,BOS,DET,4,1990
Regular Season,1989-90,28900436,1990-01-10,ORL @ LAL,LAL,ORL,5,1990
Regular Season,1989-90,28900437,1990-01-10,CLE vs. MIL,MIL,CLE,6,1990
Regular Season,1989-90,28900438,1990-01-10,PHL vs. NYK,PHL,NYK,7,1990
Regular Season,1989-90,28900439,1990-01-10,GOS vs. DAL,GOS,DAL,8,1990
Regular Season,1989-90,28900440,1990-01-11,WAS @ MIA,WAS,MIA,1,1990
Regular Season,1989-90,28900441,1990-01-11,DEN vs. ORL,DEN,ORL,2,1990
Regular Season,1989-90,28900442,1990-01-11,HOU @ SAC,HOU,SAC,3,1990
Regular Season,1989-90,28900443,1990-01-11,CHH @ NJN,NJN,CHH,4,1990
Regular Season,1989-90,28900444,1990-01-11,DAL @ SEA,SEA,DAL,5,1990
Regular Season,1989-90,28900445,1990-01-11,POR @ MIN,POR,MIN,6,1990
Regular Season,1989-90,28900446,1990-01-12,MIL vs. LAC,LAC,MIL,1,1990
Regular Season,1989-90,28900447,1990-01-12,CLE @ PHL,CLE,PHL,2,1990
Regular Season,1989-90,28900448,1990-01-12,CHI @ CHH,CHI,CHH,3,1990
Regular Season,1989-90,28900449,1990-01-12,BOS vs. SAN,SAN,BOS,4,1990
Regular Season,1989-90,28900450,1990-01-12,LAL vs. HOU,LAL,HOU,5,1990
Regular Season,1989-90,28900451,1990-01-12,DET vs. MIN,DET,MIN,6,1990
Regular Season,1989-90,28900452,1990-01-12,SAC @ PHX,PHX,SAC,7,1990
Regular Season,1989-90,28900453,1990-01-12,NYK @ IND,NYK,IND,8,1990
Regular Season,1989-90,28900454,1990-01-13,SAN @ NYK,NYK,SAN,1,1990
Regular Season,1989-90,28900455,1990-01-13,DAL vs. UTH,UTH,DAL,2,1990
Regular Season,1989-90,28900456,1990-01-13,DET vs. POR,DET,POR,3,1990
Regular Season,1989-90,28900457,1990-01-13,PHX @ DEN,PHX,DEN,4,1990
Regular Season,1989-90,28900458,1990-01-13,WAS vs. PHL,PHL,WAS,5,1990
Regular Season,1989-90,28900459,1990-01-13,ATL @ SEA,SEA,ATL,6,1990
Regular Season,1989-90,28900460,1990-01-13,GOS vs. ORL,GOS,ORL,7,1990
Regular Season,1989-90,28900461,1990-01-13,NJN @ CLE,CLE,NJN,8,1990
Regular Season,1989-90,28900462,1990-01-13,BOS @ MIA,BOS,MIA,9,1990
Regular Season,1989-90,28900463,1990-01-13,IND vs. MIL,IND,MIL,10,1990
Regular Season,1989-90,28900464,1990-01-13,CHI vs. LAC,CHI,LAC,11,1990
Regular Season,1989-90,28900465,1990-01-14,NJN vs. POR,POR,NJN,1,1990
Regular Season,1989-90,28900466,1990-01-15,HOU @ SEA,SEA,HOU,1,1990
Regular Season,1989-90,28900467,1990-01-15,CHH @ PHX,PHX,CHH,2,1990
Regular Season,1989-90,28900468,1990-01-15,IND vs. GOS,IND,GOS,3,1990
Regular Season,1989-90,28900469,1990-01-15,MIA @ WAS,MIA,WAS,4,1990
Regular Season,1989-90,28900470,1990-01-15,DEN vs. DAL,DEN,DAL,5,1990
Regular Season,1989-90,28900471,1990-01-15,CHI @ NYK,NYK,CHI,6,1990
Regular Season,1989-90,28900472,1990-01-15,CLE vs. SAN,CLE,SAN,7,1990
Regular Season,1989-90,28900473,1990-01-15,LAL vs. SAC,LAL,SAC,8,1990
Regular Season,1989-90,28900474,1990-01-16,POR vs. DEN,POR,DEN,1,1990
Regular Season,1989-90,28900475,1990-01-16,ATL @ SAC,SAC,ATL,2,1990
Regular Season,1989-90,28900476,1990-01-16,LAC vs. CHH,LAC,CHH,3,1990
Regular Season,1989-90,28900477,1990-01-16,MIL vs. GOS,MIL,GOS,4,1990
Regular Season,1989-90,28900478,1990-01-17,SEA @ LAL,LAL,SEA,1,1990
Regular Season,1989-90,28900479,1990-01-17,DET @ PHL,PHL,DET,2,1990
Regular Season,1989-90,28900480,1990-01-17,HOU vs. CLE,HOU,CLE,3,1990
Regular Season,1989-90,28900481,1990-01-17,WAS @ NJN,NJN,WAS,4,1990
Regular Season,1989-90,28900482,1990-01-17,BOS @ ORL,BOS,ORL,5,1990
Regular Season,1989-90,28900483,1990-01-17,UTH vs. ATL,UTH,ATL,6,1990
Regular Season,1989-90,28900484,1990-01-17,MIA vs. IND,MIA,IND,7,1990
Regular Season,1989-90,28900485,1990-01-17,NYK @ SAN,SAN,NYK,8,1990
Regular Season,1989-90,28900486,1990-01-17,PHX @ DAL,PHX,DAL,9,1990
Regular Season,1989-90,28900487,1990-01-18,CHH @ DEN,CHH,DEN,1,1990
Regular Season,1989-90,28900488,1990-01-18,MIN @ PHX,PHX,MIN,2,1990
Regular Season,1989-90,28900489,1990-01-18,MIL @ WAS,MIL,WAS,3,1990
Regular Season,1989-90,28900490,1990-01-18,SEA @ LAC,LAC,SEA,4,1990
Regular Season,1989-90,28900491,1990-01-18,GOS @ CHI,CHI,GOS,5,1990
Regular Season,1989-90,28900492,1990-01-19,ATL vs. CHI,CHI,ATL,1,1990
Regular Season,1989-90,28900493,1990-01-19,NJN @ ORL,ORL,NJN,2,1990
Regular Season,1989-90,28900494,1990-01-19,BOS vs. IND,BOS,IND,3,1990
Regular Season,1989-90,28900495,1990-01-19,MIA vs. PHL,PHL,MIA,4,1990
Regular Season,1989-90,28900496,1990-01-19,DAL vs. NYK,DAL,NYK,5,1990
Regular Season,1989-90,28900497,1990-01-19,MIL vs. LAL,MIL,LAL,6,1990
Regular Season,1989-90,28900498,1990-01-19,DET vs. GOS,DET,GOS,7,1990
Regular Season,1989-90,28900499,1990-01-19,CHH @ UTH,UTH,CHH,8,1990
Regular Season,1989-90,28900500,1990-01-19,SAN vs. CLE,SAN,CLE,9,1990
Regular Season,1989-90,28900501,1990-01-20,DAL vs. CLE,DAL,CLE,1,1990
Regular Season,1989-90,28900502,1990-01-20,UTH @ SAC,UTH,SAC,2,1990
Regular Season,1989-90,28900503,1990-01-20,DEN vs. SAN,DEN,SAN,3,1990
Regular Season,1989-90,28900504,1990-01-20,PHX vs. SEA,PHX,SEA,4,1990
Regular Season,1989-90,28900505,1990-01-20,NJN @ PHL,PHL,NJN,5,1990
Regular Season,1989-90,28900506,1990-01-20,HOU vs. WAS,HOU,WAS,6,1990
Regular Season,1989-90,28900507,1990-01-20,LAC vs. MIN,LAC,MIN,7,1990
Regular Season,1989-90,28900508,1990-01-21,MIL vs. MIA,MIL,MIA,1,1990
Regular Season,1989-90,28900509,1990-01-21,BOS vs. GOS,GOS,BOS,2,1990
Regular Season,1989-90,28900510,1990-01-21,CHI vs. NYK,CHI,NYK,3,1990
Regular Season,1989-90,28900511,1990-01-21,CHH @ POR,POR,CHH,4,1990
Regular Season,1989-90,28900512,1990-01-21,LAL @ DET,LAL,DET,5,1990
Regular Season,1989-90,28900513,1990-01-22,LAC @ SAC,SAC,LAC,1,1990
Regular Season,1989-90,28900514,1990-01-22,PHX @ ORL,PHX,ORL,2,1990
Regular Season,1989-90,28900515,1990-01-22,SAN vs. WAS,SAN,WAS,3,1990
Regular Season,1989-90,28900516,1990-01-22,HOU vs. DEN,HOU,DEN,4,1990
Regular Season,1989-90,28900517,1990-01-23,NYK vs. LAL,LAL,NYK,1,1990
Regular Season,1989-90,28900518,1990-01-23,CHH vs. ATL,ATL,CHH,2,1990
Regular Season,1989-90,28900519,1990-01-23,WAS @ DAL,DAL,WAS,3,1990
Regular Season,1989-90,28900520,1990-01-23,PHX @ MIA,PHX,MIA,4,1990
Regular Season,1989-90,28900521,1990-01-23,DET @ CHI,DET,CHI,5,1990
Regular Season,1989-90,28900522,1990-01-23,MIN @ GOS,GOS,MIN,6,1990
Regular Season,1989-90,28900523,1990-01-23,MIL @ POR,POR,MIL,7,1990
Regular Season,1989-90,28900524,1990-01-23,UTH vs. HOU,UTH,HOU,8,1990
Regular Season,1989-90,28900525,1990-01-23,PHL @ CLE,PHL,CLE,9,1990
Regular Season,1989-90,28900526,1990-01-24,SAC vs. GOS,SAC,GOS,1,1990
Regular Season,1989-90,28900527,1990-01-24,CLE @ ATL,ATL,CLE,2,1990
Regular Season,1989-90,28900528,1990-01-24,MIA @ BOS,BOS,MIA,3,1990
Regular Season,1989-90,28900529,1990-01-24,LAL @ IND,LAL,IND,4,1990
Regular Season,1989-90,28900530,1990-01-24,SAN vs. LAC,SAN,LAC,5,1990
Regular Season,1989-90,28900531,1990-01-24,PHL vs. ORL,PHL,ORL,6,1990
Regular Season,1989-90,28900532,1990-01-24,MIL @ SEA,MIL,SEA,7,1990
Regular Season,1989-90,28900533,1990-01-25,ORL @ NJN,ORL,NJN,1,1990
Regular Season,1989-90,28900534,1990-01-25,LAC @ HOU,HOU,LAC,2,1990
Regular Season,1989-90,28900535,1990-01-25,UTH vs. NYK,UTH,NYK,3,1990
Regular Season,1989-90,28900536,1990-01-25,PHX @ CHH,PHX,CHH,4,1990
Regular Season,1989-90,28900537,1990-01-25,BOS @ WAS,WAS,BOS,5,1990
Regular Season,1989-90,28900538,1990-01-26,PHL vs. CHI,PHL,CHI,1,1990
Regular Season,1989-90,28900539,1990-01-26,SEA @ GOS,GOS,SEA,2,1990
Regular Season,1989-90,28900540,1990-01-26,SAC @ DAL,DAL,SAC,3,1990
Regular Season,1989-90,28900541,1990-01-26,MIA @ IND,IND,MIA,4,1990
Regular Season,1989-90,28900542,1990-01-26,MIN vs. CLE,CLE,MIN,5,1990
Regular Season,1989-90,28900543,1990-01-26,SAN @ POR,POR,SAN,6,1990
Regular Season,1989-90,28900544,1990-01-26,MIL @ LAL,LAL,MIL,7,1990
Regular Season,1989-90,28900545,1990-01-26,PHX @ DET,DET,PHX,8,1990
Regular Season,1989-90,28900546,1990-01-27,ATL @ ORL,ATL,ORL,1,1990
Regular Season,1989-90,28900547,1990-01-27,UTH vs. MIL,UTH,MIL,2,1990
Regular Season,1989-90,28900548,1990-01-27,SAN @ SEA,SEA,SAN,3,1990
Regular Season,1989-90,28900549,1990-01-27,CLE @ IND,CLE,IND,4,1990
Regular Season,1989-90,28900550,1990-01-27,DET @ MIN,DET,MIN,5,1990
Regular Season,1989-90,28900551,1990-01-27,DAL @ HOU,DAL,HOU,6,1990
Regular Season,1989-90,28900552,1990-01-27,SAC @ CHH,SAC,CHH,7,1990
Regular Season,1989-90,28900553,1990-01-27,POR @ LAC,POR,LAC,8,1990
Regular Season,1989-90,28900554,1990-01-27,PHL vs. WAS,PHL,WAS,9,1990
Regular Season,1989-90,28900555,1990-01-27,NYK @ DEN,NYK,DEN,10,1990
Regular Season,1989-90,28900556,1990-01-27,NJN @ CHI,CHI,NJN,11,1990
Regular Season,1989-90,28900557,1990-01-28,PHX @ BOS,BOS,PHX,1,1990
Regular Season,1989-90,28900558,1990-01-29,CHI vs. ATL,CHI,ATL,1,1990
Regular Season,1989-90,28900559,1990-01-29,SAC @ MIN,MIN,SAC,2,1990
Regular Season,1989-90,28900560,1990-01-29,NJN @ DAL,DAL,NJN,3,1990
Regular Season,1989-90,28900561,1990-01-29,SAN @ LAL,SAN,LAL,4,1990
Regular Season,1989-90,28900562,1990-01-30,CLE @ MIA,CLE,MIA,1,1990
Regular Season,1989-90,28900563,1990-01-30,SAC @ MIL,MIL,SAC,2,1990
Regular Season,1989-90,28900564,1990-01-30,LAL @ LAC,LAC,LAL,3,1990
Regular Season,1989-90,28900565,1990-01-30,NJN @ PHX,PHX,NJN,4,1990
Regular Season,1989-90,28900566,1990-01-30,ATL vs. DET,DET,ATL,5,1990
Regular Season,1989-90,28900567,1990-01-30,ORL vs. IND,ORL,IND,6,1990
Regular Season,1989-90,28900568,1990-01-30,POR vs. UTH,POR,UTH,7,1990
Regular Season,1989-90,28900569,1990-01-31,NYK @ BOS,BOS,NYK,1,1990
Regular Season,1989-90,28900570,1990-01-31,GOS vs. POR,GOS,POR,2,1990
Regular Season,1989-90,28900571,1990-01-31,WAS @ DET,DET,WAS,3,1990
Regular Season,1989-90,28900572,1990-01-31,LAC @ UTH,UTH,LAC,4,1990
Regular Season,1989-90,28900573,1990-01-31,CHH @ SAN,SAN,CHH,5,1990
Regular Season,1989-90,28900574,1990-01-31,DAL vs. HOU,DAL,HOU,6,1990
Regular Season,1989-90,28900575,1990-01-31,PHL @ IND,PHL,IND,7,1990
Regular Season,1989-90,28900576,1990-01-31,MIN vs. SEA,MIN,SEA,8,1990
Regular Season,1989-90,28900577,1990-02-01,SAC @ NYK,NYK,SAC,1,1990
Regular Season,1989-90,28900578,1990-02-01,DEN vs. NJN,DEN,NJN,2,1990
Regular Season,1989-90,28900579,1990-02-01,HOU vs. CHI,HOU,CHI,3,1990
Regular Season,1989-90,28900580,1990-02-01,PHX vs. ATL,PHX,ATL,4,1990
Regular Season,1989-90,28900581,1990-02-01,MIL vs. ORL,MIL,ORL,5,1990
Regular Season,1989-90,28900582,1990-02-02,MIL @ PHL,PHL,MIL,1,1990
Regular Season,1989-90,28900583,1990-02-02,LAL vs. ATL,LAL,ATL,2,1990
Regular Season,1989-90,28900584,1990-02-02,NJN @ GOS,GOS,NJN,3,1990
Regular Season,1989-90,28900585,1990-02-02,CHH vs. SAN,SAN,CHH,4,1990
Regular Season,1989-90,28900586,1990-02-02,LAC @ MIA,MIA,LAC,5,1990
Regular Season,1989-90,28900587,1990-02-02,BOS @ MIN,MIN,BOS,6,1990
Regular Season,1989-90,28900588,1990-02-02,WAS vs. SAC,WAS,SAC,7,1990
Regular Season,1989-90,28900589,1990-02-02,SEA @ IND,SEA,IND,8,1990
Regular Season,1989-90,28900590,1990-02-02,UTH vs. DAL,UTH,DAL,9,1990
Regular Season,1989-90,28900591,1990-02-03,POR vs. DAL,POR,DAL,1,1990
Regular Season,1989-90,28900592,1990-02-03,LAC @ ORL,LAC,ORL,2,1990
Regular Season,1989-90,28900593,1990-02-03,CHI @ SAN,SAN,CHI,3,1990
Regular Season,1989-90,28900594,1990-02-03,SEA @ WAS,SEA,WAS,4,1990
Regular Season,1989-90,28900595,1990-02-03,CLE vs. DET,DET,CLE,5,1990
Regular Season,1989-90,28900596,1990-02-03,PHX vs. HOU,PHX,HOU,6,1990
Regular Season,1989-90,28900597,1990-02-03,IND @ NYK,NYK,IND,7,1990
Regular Season,1989-90,28900598,1990-02-04,PHL @ MIL,PHL,MIL,1,1990
Regular Season,1989-90,28900599,1990-02-04,LAL vs. NJN,LAL,NJN,2,1990
Regular Season,1989-90,28900600,1990-02-04,SAC @ BOS,BOS,SAC,3,1990
Regular Season,1989-90,28900601,1990-02-04,DET vs. UTH,DET,UTH,4,1990
Regular Season,1989-90,28900602,1990-02-04,MIN vs. GOS,GOS,MIN,5,1990
Regular Season,1989-90,28900603,1990-02-04,ATL @ DEN,DEN,ATL,6,1990
Regular Season,1989-90,28900604,1990-02-04,PHX @ POR,POR,PHX,7,1990
Regular Season,1989-90,28900605,1990-02-05,NYK vs. MIA,NYK,MIA,1,1990
Regular Season,1989-90,28900606,1990-02-05,LAC @ CLE,CLE,LAC,2,1990
Regular Season,1989-90,28900607,1990-02-05,SEA @ CHH,SEA,CHH,3,1990
Regular Season,1989-90,28900608,1990-02-05,GOS @ WAS,WAS,GOS,4,1990
Regular Season,1989-90,28900609,1990-02-05,UTH @ PHL,PHL,UTH,5,1990
Regular Season,1989-90,28900610,1990-02-06,SAC vs. DAL,DAL,SAC,1,1990
Regular Season,1989-90,28900611,1990-02-06,BOS vs. MIL,MIL,BOS,2,1990
Regular Season,1989-90,28900612,1990-02-06,HOU vs. MIN,HOU,MIN,3,1990
Regular Season,1989-90,28900613,1990-02-06,ATL @ SAN,SAN,ATL,4,1990
Regular Season,1989-90,28900614,1990-02-06,ORL vs. NYK,NYK,ORL,5,1990
Regular Season,1989-90,28900615,1990-02-06,LAL @ POR,LAL,POR,6,1990
Regular Season,1989-90,28900616,1990-02-06,DEN vs. IND,IND,DEN,7,1990
Regular Season,1989-90,28900617,1990-02-06,MIA vs. WAS,WAS,MIA,8,1990
Regular Season,1989-90,28900618,1990-02-06,DET vs. CLE,DET,CLE,9,1990
Regular Season,1989-90,28900619,1990-02-07,CHI @ LAL,LAL,CHI,1,1990
Regular Season,1989-90,28900620,1990-02-07,BOS vs. CHH,BOS,CHH,2,1990
Regular Season,1989-90,28900621,1990-02-07,PHL vs. GOS,GOS,PHL,3,1990
Regular Season,1989-90,28900622,1990-02-07,SEA vs. PHX,PHX,SEA,4,1990
Regular Season,1989-90,28900623,1990-02-07,UTH @ NJN,UTH,NJN,5,1990
Regular Season,1989-90,28900624,1990-02-08,GOS @ NYK,NYK,GOS,1,1990
Regular Season,1989-90,28900625,1990-02-08,CHI @ DEN,DEN,CHI,2,1990
Regular Season,1989-90,28900626,1990-02-08,MIN @ DAL,DAL,MIN,3,1990
Regular Season,1989-90,28900627,1990-02-08,CLE vs. MIA,CLE,MIA,4,1990
Regular Season,1989-90,28900628,1990-02-08,ORL vs. PHL,ORL,PHL,5,1990
Regular Season,1989-90,28900629,1990-02-08,SAN vs. IND,IND,SAN,6,1990
Regular Season,1989-90,28900630,1990-02-08,LAC @ WAS,LAC,WAS,7,1990
Regular Season,1989-90,28900631,1990-02-08,ATL @ HOU,ATL,HOU,8,1990
Regular Season,1989-90,28900632,1990-02-08,MIL vs. DET,DET,MIL,9,1990
