typeSeason,slugSeason,idGame,dateGame,slugMatchup,slugTeamWinner,slugTeamLoser,numberGameDay,season
Regular Season,1991-92,29100468,1992-01-13,DEN vs. SAC,DEN,SAC,4,1992
Regular Season,1991-92,29100469,1992-01-14,PHL @ CHI,CHI,PHL,1,1992
Regular Season,1991-92,29100470,1992-01-14,WAS vs. IND,WAS,IND,2,1992
Regular Season,1991-92,29100471,1992-01-14,MIN @ UTH,UTH,MIN,3,1992
Regular Season,1991-92,29100472,1992-01-14,ORL vs. NYK,NYK,ORL,4,1992
Regular Season,1991-92,29100473,1992-01-14,GOS @ SAN,GOS,SAN,5,1992
Regular Season,1991-92,29100474,1992-01-14,MIL @ ATL,ATL,MIL,6,1992
Regular Season,1991-92,29100475,1992-01-14,POR @ CLE,POR,CLE,7,1992
Regular Season,1991-92,29100476,1992-01-14,DEN @ HOU,HOU,DEN,8,1992
Regular Season,1991-92,29100477,1992-01-14,SEA vs. CHH,CHH,SEA,9,1992
Regular Season,1991-92,29100478,1992-01-14,NJN vs. DAL,NJN,DAL,10,1992
Regular Season,1991-92,29100479,1992-01-15,BOS vs. NJN,NJN,BOS,1,1992
Regular Season,1991-92,29100480,1992-01-15,CHH @ LAL,LAL,CHH,2,1992
Regular Season,1991-92,29100481,1992-01-15,SAC vs. PHX,PHX,SAC,3,1992
Regular Season,1991-92,29100482,1992-01-15,DET @ IND,DET,IND,4,1992
Regular Season,1991-92,29100483,1992-01-15,MIL @ MIA,MIA,MIL,5,1992
Regular Season,1991-92,29100484,1992-01-15,NYK vs. POR,POR,NYK,6,1992
Regular Season,1991-92,29100485,1992-01-16,WAS vs. MIA,MIA,WAS,1,1992
Regular Season,1991-92,29100486,1992-01-16,HOU vs. GOS,GOS,HOU,2,1992
Regular Season,1991-92,29100487,1992-01-16,SAN @ MIN,SAN,MIN,3,1992
Regular Season,1991-92,29100488,1992-01-16,CLE vs. CHI,CHI,CLE,4,1992
Regular Season,1991-92,29100489,1992-01-16,UTH vs. ATL,UTH,ATL,5,1992
Regular Season,1991-92,29100490,1992-01-16,DAL vs. DEN,DEN,DAL,6,1992
Regular Season,1991-92,29100491,1992-01-16,SEA vs. LAC,SEA,LAC,7,1992
Regular Season,1991-92,29100492,1992-01-17,CHI vs. SAN,CHI,SAN,1,1992
Regular Season,1991-92,29100493,1992-01-17,ATL @ LAC,LAC,ATL,2,1992
Regular Season,1991-92,29100494,1992-01-17,NYK @ MIL,MIL,NYK,3,1992
Regular Season,1991-92,29100495,1992-01-17,PHX vs. SAC,PHX,SAC,4,1992
Regular Season,1991-92,29100496,1992-01-17,ORL @ IND,ORL,IND,5,1992
Regular Season,1991-92,29100497,1992-01-17,POR vs. CHH,POR,CHH,6,1992
Regular Season,1991-92,29100498,1992-01-17,PHL @ BOS,BOS,PHL,7,1992
Regular Season,1991-92,29100499,1992-01-18,PHL @ WAS,PHL,WAS,1,1992
Regular Season,1991-92,29100500,1992-01-18,NYK @ CLE,CLE,NYK,2,1992
Regular Season,1991-92,29100501,1992-01-18,GOS @ DAL,GOS,DAL,3,1992
Regular Season,1991-92,29100502,1992-01-18,MIN vs. NJN,NJN,MIN,4,1992
Regular Season,1991-92,29100503,1992-01-18,IND vs. MIA,IND,MIA,5,1992
Regular Season,1991-92,29100504,1992-01-18,HOU @ UTH,UTH,HOU,6,1992
Regular Season,1991-92,29100505,1992-01-18,CHH @ SAC,SAC,CHH,7,1992
Regular Season,1991-92,29100506,1992-01-18,SEA vs. LAL,SEA,LAL,8,1992
Regular Season,1991-92,29100507,1992-01-19,SAN @ BOS,BOS,SAN,1,1992
Regular Season,1991-92,29100508,1992-01-19,ATL @ DEN,ATL,DEN,2,1992
Regular Season,1991-92,29100509,1992-01-19,PHX vs. POR,PHX,POR,3,1992
Regular Season,1991-92,29100510,1992-01-19,MIL vs. ORL,MIL,ORL,4,1992
Regular Season,1991-92,29100511,1992-01-19,CHI @ DET,CHI,DET,5,1992
Regular Season,1991-92,29100512,1992-01-20,PHL vs. WAS,PHL,WAS,1,1992
Regular Season,1991-92,29100513,1992-01-20,BOS @ CLE,BOS,CLE,2,1992
Regular Season,1991-92,29100514,1992-01-20,LAL vs. SEA,LAL,SEA,3,1992
Regular Season,1991-92,29100515,1992-01-20,GOS vs. CHH,GOS,CHH,4,1992
Regular Season,1991-92,29100516,1992-01-20,NYK vs. IND,NYK,IND,5,1992
Regular Season,1991-92,29100517,1992-01-20,MIN @ MIA,MIA,MIN,6,1992
Regular Season,1991-92,29100518,1992-01-21,ATL @ SEA,ATL,SEA,1,1992
Regular Season,1991-92,29100519,1992-01-21,SAN vs. LAC,SAN,LAC,2,1992
Regular Season,1991-92,29100520,1992-01-21,POR vs. LAL,POR,LAL,3,1992
Regular Season,1991-92,29100521,1992-01-21,DEN @ SAC,SAC,DEN,4,1992
Regular Season,1991-92,29100522,1992-01-21,HOU vs. MIL,HOU,MIL,5,1992
Regular Season,1991-92,29100523,1992-01-21,ORL vs. MIN,ORL,MIN,6,1992
Regular Season,1991-92,29100524,1992-01-21,PHX @ CHI,CHI,PHX,7,1992
Regular Season,1991-92,29100525,1992-01-22,CHI @ CHH,CHI,CHH,1,1992
Regular Season,1991-92,29100526,1992-01-22,GOS vs. ATL,GOS,ATL,2,1992
Regular Season,1991-92,29100527,1992-01-22,DAL vs. MIL,DAL,MIL,3,1992
Regular Season,1991-92,29100528,1992-01-22,PHX @ NJN,NJN,PHX,4,1992
Regular Season,1991-92,29100529,1992-01-22,CLE vs. IND,CLE,IND,5,1992
Regular Season,1991-92,29100530,1992-01-22,BOS vs. ORL,BOS,ORL,6,1992
Regular Season,1991-92,29100531,1992-01-22,WAS @ MIA,MIA,WAS,7,1992
Regular Season,1991-92,29100532,1992-01-22,UTH vs. SAN,UTH,SAN,8,1992
Regular Season,1991-92,29100533,1992-01-22,NYK @ PHL,PHL,NYK,9,1992
Regular Season,1991-92,29100534,1992-01-23,UTH @ DEN,DEN,UTH,1,1992
Regular Season,1991-92,29100535,1992-01-23,LAL @ SAC,LAL,SAC,2,1992
Regular Season,1991-92,29100536,1992-01-23,DET @ MIN,DET,MIN,3,1992
Regular Season,1991-92,29100537,1992-01-23,POR @ SEA,POR,SEA,4,1992
Regular Season,1991-92,29100538,1992-01-23,LAC @ HOU,HOU,LAC,5,1992
Regular Season,1991-92,29100539,1992-01-24,MIN @ PHL,PHL,MIN,1,1992
Regular Season,1991-92,29100540,1992-01-24,MIA @ NJN,NJN,MIA,2,1992
Regular Season,1991-92,29100541,1992-01-24,SAN vs. MIL,SAN,MIL,3,1992
Regular Season,1991-92,29100542,1992-01-24,BOS vs. PHX,PHX,BOS,4,1992
Regular Season,1991-92,29100543,1992-01-24,CLE @ IND,CLE,IND,5,1992
Regular Season,1991-92,29100544,1992-01-24,POR vs. ATL,POR,ATL,6,1992
Regular Season,1991-92,29100545,1992-01-24,CHI vs. DET,CHI,DET,7,1992
Regular Season,1991-92,29100546,1992-01-24,DAL @ ORL,ORL,DAL,8,1992
Regular Season,1991-92,29100547,1992-01-24,GOS vs. NYK,NYK,GOS,9,1992
Regular Season,1991-92,29100548,1992-01-24,SAC @ LAL,LAL,SAC,10,1992
Regular Season,1991-92,29100549,1992-01-25,HOU @ CHI,CHI,HOU,1,1992
Regular Season,1991-92,29100550,1992-01-25,CHH vs. IND,CHH,IND,2,1992
Regular Season,1991-92,29100551,1992-01-25,MIL @ DEN,DEN,MIL,3,1992
Regular Season,1991-92,29100552,1992-01-25,SEA vs. UTH,UTH,SEA,4,1992
Regular Season,1991-92,29100553,1992-01-25,NJN @ PHL,PHL,NJN,5,1992
Regular Season,1991-92,29100554,1992-01-25,NYK @ LAC,NYK,LAC,6,1992
Regular Season,1991-92,29100555,1992-01-25,ORL vs. CLE,ORL,CLE,7,1992
Regular Season,1991-92,29100556,1992-01-25,DAL @ MIA,MIA,DAL,8,1992
Regular Season,1991-92,29100557,1992-01-25,WAS vs. PHX,PHX,WAS,9,1992
Regular Season,1991-92,29100558,1992-01-26,DET @ BOS,BOS,DET,1,1992
Regular Season,1991-92,29100559,1992-01-27,NYK @ UTH,NYK,UTH,1,1992
Regular Season,1991-92,29100560,1992-01-28,SAN vs. CHI,SAN,CHI,1,1992
Regular Season,1991-92,29100561,1992-01-28,MIN @ HOU,HOU,MIN,2,1992
Regular Season,1991-92,29100562,1992-01-28,BOS @ WAS,BOS,WAS,3,1992
Regular Season,1991-92,29100563,1992-01-28,SEA @ ORL,SEA,ORL,4,1992
Regular Season,1991-92,29100564,1992-01-28,SAC vs. NJN,SAC,NJN,5,1992
Regular Season,1991-92,29100565,1992-01-28,GOS vs. POR,POR,GOS,6,1992
Regular Season,1991-92,29100566,1992-01-28,ATL vs. PHL,ATL,PHL,7,1992
Regular Season,1991-92,29100567,1992-01-28,CHH vs. DET,DET,CHH,8,1992
Regular Season,1991-92,29100568,1992-01-29,DET vs. CLE,CLE,DET,1,1992
Regular Season,1991-92,29100569,1992-01-29,SAC @ UTH,UTH,SAC,2,1992
Regular Season,1991-92,29100570,1992-01-29,PHX vs. NJN,PHX,NJN,3,1992
Regular Season,1991-92,29100571,1992-01-29,MIL vs. ATL,ATL,MIL,4,1992
Regular Season,1991-92,29100572,1992-01-29,NYK vs. WAS,NYK,WAS,5,1992
Regular Season,1991-92,29100573,1992-01-29,GOS @ LAL,LAL,GOS,6,1992
Regular Season,1991-92,29100574,1992-01-29,IND @ PHL,IND,PHL,7,1992
Regular Season,1991-92,29100575,1992-01-29,SAN @ DAL,SAN,DAL,8,1992
Regular Season,1991-92,29100576,1992-01-29,MIA vs. SEA,MIA,SEA,9,1992
Regular Season,1991-92,29100577,1992-01-30,ORL @ CLE,CLE,ORL,1,1992
Regular Season,1991-92,29100578,1992-01-30,DEN vs. LAL,LAL,DEN,2,1992
Regular Season,1991-92,29100579,1992-01-30,HOU vs. CHI,HOU,CHI,3,1992
Regular Season,1991-92,29100580,1992-01-31,CHH vs. SEA,SEA,CHH,1,1992
Regular Season,1991-92,29100581,1992-01-31,SAN vs. MIN,SAN,MIN,2,1992
Regular Season,1991-92,29100582,1992-01-31,NJN @ POR,POR,NJN,3,1992
Regular Season,1991-92,29100583,1992-01-31,BOS @ MIL,MIL,BOS,4,1992
Regular Season,1991-92,29100584,1992-01-31,NYK @ WAS,NYK,WAS,5,1992
Regular Season,1991-92,29100585,1992-01-31,MIA @ DET,DET,MIA,6,1992
Regular Season,1991-92,29100586,1992-01-31,LAC @ SAC,SAC,LAC,7,1992
Regular Season,1991-92,29100587,1992-01-31,CHI @ DAL,CHI,DAL,8,1992
Regular Season,1991-92,29100588,1992-01-31,UTH vs. PHX,UTH,PHX,9,1992
Regular Season,1991-92,29100589,1992-01-31,GOS vs. DEN,GOS,DEN,10,1992
Regular Season,1991-92,29100590,1992-01-31,IND vs. ATL,IND,ATL,11,1992
Regular Season,1991-92,29100591,1992-01-31,PHL vs. ORL,PHL,ORL,12,1992
Regular Season,1991-92,29100592,1992-02-01,LAC vs. NJN,LAC,NJN,1,1992
Regular Season,1991-92,29100593,1992-02-01,UTH @ DAL,UTH,DAL,2,1992
Regular Season,1991-92,29100594,1992-02-01,DET @ ATL,DET,ATL,3,1992
Regular Season,1991-92,29100595,1992-02-01,HOU @ PHX,PHX,HOU,4,1992
Regular Season,1991-92,29100596,1992-02-01,BOS @ PHL,PHL,BOS,5,1992
Regular Season,1991-92,29100597,1992-02-02,LAL vs. CHI,CHI,LAL,1,1992
Regular Season,1991-92,29100598,1992-02-02,GOS @ NYK,GOS,NYK,2,1992
Regular Season,1991-92,29100599,1992-02-02,WAS vs. ORL,WAS,ORL,3,1992
Regular Season,1991-92,29100600,1992-02-02,CHH @ MIA,MIA,CHH,4,1992
Regular Season,1991-92,29100601,1992-02-02,DEN vs. IND,IND,DEN,5,1992
Regular Season,1991-92,29100602,1992-02-02,MIN @ CLE,CLE,MIN,6,1992
Regular Season,1991-92,29100603,1992-02-02,SAC @ POR,POR,SAC,7,1992
Regular Season,1991-92,29100604,1992-02-02,MIL vs. SEA,MIL,SEA,8,1992
Regular Season,1991-92,29100605,1992-02-03,ATL vs. SEA,SEA,ATL,1,1992
Regular Season,1991-92,29100606,1992-02-03,GOS @ ORL,GOS,ORL,2,1992
Regular Season,1991-92,29100607,1992-02-03,DAL @ SAC,SAC,DAL,3,1992
Regular Season,1991-92,29100608,1992-02-03,CHI @ UTH,UTH,CHI,4,1992
Regular Season,1991-92,29100609,1992-02-03,PHX vs. LAL,PHX,LAL,5,1992
Regular Season,1991-92,29100610,1992-02-03,HOU vs. IND,HOU,IND,6,1992
Regular Season,1991-92,29100611,1992-02-03,DEN @ MIN,MIN,DEN,7,1992
Regular Season,1991-92,29100612,1992-02-04,LAC vs. DAL,LAC,DAL,1,1992
Regular Season,1991-92,29100613,1992-02-04,CHH vs. WAS,CHH,WAS,2,1992
Regular Season,1991-92,29100614,1992-02-04,MIA @ NYK,NYK,MIA,3,1992
Regular Season,1991-92,29100615,1992-02-04,SAN vs. POR,SAN,POR,4,1992
Regular Season,1991-92,29100616,1992-02-05,NJN vs. SEA,SEA,NJN,1,1992
Regular Season,1991-92,29100617,1992-02-05,UTH @ SAC,SAC,UTH,2,1992
Regular Season,1991-92,29100618,1992-02-05,CHI @ PHX,PHX,CHI,3,1992
Regular Season,1991-92,29100619,1992-02-05,PHL vs. CLE,CLE,PHL,4,1992
Regular Season,1991-92,29100620,1992-02-05,MIA vs. GOS,MIA,GOS,5,1992
Regular Season,1991-92,29100621,1992-02-05,MIN vs. ORL,ORL,MIN,6,1992
Regular Season,1991-92,29100622,1992-02-05,MIL @ DET,DET,MIL,7,1992
Regular Season,1991-92,29100623,1992-02-05,HOU @ BOS,BOS,HOU,8,1992
Regular Season,1991-92,29100624,1992-02-05,LAL vs. LAC,LAL,LAC,9,1992
Regular Season,1991-92,29100625,1992-02-06,ORL @ ATL,ATL,ORL,1,1992
Regular Season,1991-92,29100626,1992-02-06,NYK vs. HOU,NYK,HOU,2,1992
Regular Season,1991-92,29100627,1992-02-06,CLE vs. DET,DET,CLE,3,1992
Regular Season,1991-92,29100628,1992-02-06,POR @ DAL,POR,DAL,4,1992
Regular Season,1991-92,29100629,1992-02-06,GOS @ CHH,CHH,GOS,5,1992
Regular Season,1991-92,29100630,1992-02-06,MIL vs. DEN,MIL,DEN,6,1992
Regular Season,1991-92,29100631,1992-02-06,WAS vs. NJN,WAS,NJN,7,1992
Regular Season,1991-92,29100632,1992-02-06,IND @ SAN,IND,SAN,8,1992
Regular Season,1991-92,29100633,1992-02-11,HOU @ SEA,SEA,HOU,1,1992
Regular Season,1991-92,29100634,1992-02-11,SAN vs. BOS,SAN,BOS,2,1992
Regular Season,1991-92,29100635,1992-02-11,CHH @ ATL,CHH,ATL,3,1992
Regular Season,1991-92,29100636,1992-02-11,IND @ ORL,IND,ORL,4,1992
Regular Season,1991-92,29100637,1992-02-11,NJN @ CHI,CHI,NJN,5,1992
Regular Season,1991-92,29100638,1992-02-11,MIN vs. LAL,LAL,MIN,6,1992
Regular Season,1991-92,29100639,1992-02-11,WAS @ GOS,GOS,WAS,7,1992
Regular Season,1991-92,29100640,1992-02-11,PHL @ MIA,PHL,MIA,8,1992
Regular Season,1991-92,29100641,1992-02-11,UTH vs. CLE,UTH,CLE,9,1992
Regular Season,1991-92,29100642,1992-02-11,DET @ MIL,MIL,DET,10,1992
Regular Season,1991-92,29100643,1992-02-11,POR vs. DEN,POR,DEN,11,1992
Regular Season,1991-92,29100644,1992-02-12,SAC vs. WAS,SAC,WAS,1,1992
Regular Season,1991-92,29100645,1992-02-12,BOS @ DAL,DAL,BOS,2,1992
Regular Season,1991-92,29100646,1992-02-12,HOU @ LAC,LAC,HOU,3,1992
Regular Season,1991-92,29100647,1992-02-12,IND vs. NYK,NYK,IND,4,1992
Regular Season,1991-92,29100648,1992-02-12,CLE @ DEN,DEN,CLE,5,1992
Regular Season,1991-92,29100649,1992-02-12,PHX vs. POR,POR,PHX,6,1992
Regular Season,1991-92,29100650,1992-02-12,NJN @ PHL,NJN,PHL,7,1992
Regular Season,1991-92,29100651,1992-02-13,UTH vs. LAL,UTH,LAL,1,1992
Regular Season,1991-92,29100652,1992-02-13,CHI @ NYK,CHI,NYK,2,1992
Regular Season,1991-92,29100653,1992-02-13,MIA vs. ATL,MIA,ATL,3,1992
Regular Season,1991-92,29100654,1992-02-13,MIL vs. CHH,MIL,CHH,4,1992
Regular Season,1991-92,29100655,1992-02-13,GOS vs. SAN,GOS,SAN,5,1992
Regular Season,1991-92,29100656,1992-02-13,MIN @ DET,MIN,DET,6,1992
Regular Season,1991-92,29100657,1992-02-14,IND vs. MIL,IND,MIL,1,1992
Regular Season,1991-92,29100658,1992-02-14,POR @ SAC,POR,SAC,2,1992
Regular Season,1991-92,29100659,1992-02-14,NJN vs. PHL,NJN,PHL,3,1992
Regular Season,1991-92,29100660,1992-02-14,LAL vs. WAS,WAS,LAL,4,1992
Regular Season,1991-92,29100661,1992-02-14,DEN vs. DAL,DEN,DAL,5,1992
Regular Season,1991-92,29100662,1992-02-14,SEA vs. SAN,SEA,SAN,6,1992
Regular Season,1991-92,29100663,1992-02-14,ORL vs. ATL,ATL,ORL,7,1992
Regular Season,1991-92,29100664,1992-02-14,BOS @ HOU,HOU,BOS,8,1992
Regular Season,1991-92,29100665,1992-02-14,PHX @ LAC,LAC,PHX,9,1992
Regular Season,1991-92,29100666,1992-02-15,GOS vs. SEA,GOS,SEA,1,1992
Regular Season,1991-92,29100667,1992-02-15,HOU @ DAL,DAL,HOU,2,1992
Regular Season,1991-92,29100668,1992-02-15,WAS @ PHX,PHX,WAS,3,1992
Regular Season,1991-92,29100669,1992-02-15,CHI vs. NYK,CHI,NYK,4,1992
Regular Season,1991-92,29100670,1992-02-15,IND @ MIN,IND,MIN,5,1992
Regular Season,1991-92,29100671,1992-02-15,UTH vs. DEN,UTH,DEN,6,1992
Regular Season,1991-92,29100672,1992-02-15,CLE vs. NJN,CLE,NJN,7,1992
Regular Season,1991-92,29100673,1992-02-16,PHL vs. DET,DET,PHL,1,1992
Regular Season,1991-92,29100674,1992-02-16,ORL vs. MIL,ORL,MIL,2,1992
Regular Season,1991-92,29100675,1992-02-16,CHH vs. MIA,CHH,MIA,3,1992
Regular Season,1991-92,29100676,1992-02-16,LAC @ POR,LAC,POR,4,1992
Regular Season,1991-92,29100677,1992-02-16,LAL vs. BOS,BOS,LAL,5,1992
Regular Season,1991-92,29100678,1992-02-16,SAC vs. SAN,SAN,SAC,6,1992
Regular Season,1991-92,29100679,1992-02-17,LAL @ GOS,GOS,LAL,1,1992
Regular Season,1991-92,29100680,1992-02-17,CLE @ CHI,CLE,CHI,2,1992
Regular Season,1991-92,29100681,1992-02-17,MIA vs. NYK,NYK,MIA,3,1992
Regular Season,1991-92,29100682,1992-02-17,ATL @ WAS,ATL,WAS,4,1992
Regular Season,1991-92,29100683,1992-02-17,MIN @ HOU,MIN,HOU,5,1992
Regular Season,1991-92,29100684,1992-02-17,IND vs. CHH,IND,CHH,6,1992
Regular Season,1991-92,29100685,1992-02-17,LAC vs. SAN,LAC,SAN,7,1992
Regular Season,1991-92,29100686,1992-02-17,PHX @ SEA,SEA,PHX,8,1992
Regular Season,1991-92,29100687,1992-02-17,BOS @ UTH,UTH,BOS,9,1992
Regular Season,1991-92,29100688,1992-02-18,PHX @ POR,POR,PHX,1,1992
Regular Season,1991-92,29100689,1992-02-18,MIL vs. CLE,MIL,CLE,2,1992
Regular Season,1991-92,29100690,1992-02-18,PHL @ DAL,PHL,DAL,3,1992
Regular Season,1991-92,29100691,1992-02-18,NYK vs. SAC,NYK,SAC,4,1992
Regular Season,1991-92,29100692,1992-02-18,ORL @ DET,DET,ORL,5,1992
Regular Season,1991-92,29100693,1992-02-19,ORL vs. CHI,CHI,ORL,1,1992
Regular Season,1991-92,29100694,1992-02-19,DAL @ UTH,UTH,DAL,2,1992
Regular Season,1991-92,29100695,1992-02-19,WAS @ ATL,WAS,ATL,3,1992
Regular Season,1991-92,29100696,1992-02-19,SAC @ IND,IND,SAC,4,1992
Regular Season,1991-92,29100697,1992-02-19,GOS vs. BOS,GOS,BOS,5,1992
Regular Season,1991-92,29100698,1992-02-19,NJN vs. DET,NJN,DET,6,1992
Regular Season,1991-92,29100699,1992-02-19,MIN @ SAN,SAN,MIN,7,1992
Regular Season,1991-92,29100700,1992-02-19,LAC vs. LAL,LAC,LAL,8,1992
Regular Season,1991-92,29100701,1992-02-19,CHH vs. DEN,CHH,DEN,9,1992
Regular Season,1991-92,29100702,1992-02-20,NYK vs. CLE,CLE,NYK,1,1992
Regular Season,1991-92,29100703,1992-02-20,PHL @ HOU,HOU,PHL,2,1992
Regular Season,1991-92,29100704,1992-02-20,SEA vs. LAL,SEA,LAL,3,1992
Regular Season,1991-92,29100705,1992-02-20,MIA @ MIL,MIA,MIL,4,1992
Regular Season,1991-92,29100706,1992-02-21,DEN @ WAS,DEN,WAS,1,1992
Regular Season,1991-92,29100707,1992-02-21,GOS vs. PHX,GOS,PHX,2,1992
Regular Season,1991-92,29100708,1992-02-21,HOU @ UTH,UTH,HOU,3,1992
Regular Season,1991-92,29100709,1992-02-21,CHH @ BOS,BOS,CHH,4,1992
Regular Season,1991-92,29100710,1992-02-21,SAC @ CLE,CLE,SAC,5,1992
Regular Season,1991-92,29100711,1992-02-21,PHL @ SAN,SAN,PHL,6,1992
Regular Season,1991-92,29100712,1992-02-21,LAC vs. POR,POR,LAC,7,1992
Regular Season,1991-92,29100713,1992-02-21,NJN vs. IND,NJN,IND,8,1992
Regular Season,1991-92,29100714,1992-02-21,MIN @ DAL,DAL,MIN,9,1992
Regular Season,1991-92,29100715,1992-02-21,ATL vs. CHI,CHI,ATL,10,1992
Regular Season,1991-92,29100716,1992-02-21,ORL vs. DET,DET,ORL,11,1992
Regular Season,1991-92,29100717,1992-02-22,GOS @ LAL,GOS,LAL,1,1992
Regular Season,1991-92,29100718,1992-02-22,MIN @ CHI,CHI,MIN,2,1992
Regular Season,1991-92,29100719,1992-02-22,LAC @ PHX,PHX,LAC,3,1992
Regular Season,1991-92,29100720,1992-02-22,SEA vs. POR,SEA,POR,4,1992
Regular Season,1991-92,29100721,1992-02-22,ORL @ CHH,CHH,ORL,5,1992
Regular Season,1991-92,29100722,1992-02-22,DEN @ NYK,NYK,DEN,6,1992
Regular Season,1991-92,29100723,1992-02-22,ATL vs. NJN,ATL,NJN,7,1992
Regular Season,1991-92,29100724,1992-02-22,MIA vs. DET,MIA,DET,8,1992
Regular Season,1991-92,29100725,1992-02-23,MIL @ CLE,CLE,MIL,1,1992
Regular Season,1991-92,29100726,1992-02-23,SAN @ HOU,HOU,SAN,2,1992
Regular Season,1991-92,29100727,1992-02-23,WAS vs. SAC,SAC,WAS,3,1992
Regular Season,1991-92,29100728,1992-02-23,BOS @ IND,IND,BOS,4,1992
Regular Season,1991-92,29100729,1992-02-24,DAL vs. GOS,GOS,DAL,1,1992
Regular Season,1991-92,29100730,1992-02-24,POR vs. UTH,POR,UTH,2,1992
Regular Season,1991-92,29100731,1992-02-24,SAC @ PHL,PHL,SAC,3,1992
Regular Season,1991-92,29100732,1992-02-24,ATL vs. DEN,ATL,DEN,4,1992
Regular Season,1991-92,29100733,1992-02-24,MIN vs. SEA,SEA,MIN,5,1992
Regular Season,1991-92,29100734,1992-02-24,PHX vs. NYK,PHX,NYK,6,1992
Regular Season,1991-92,29100735,1992-02-25,MIA @ SAN,SAN,MIA,1,1992
Regular Season,1991-92,29100736,1992-02-25,UTH @ LAC,UTH,LAC,2,1992
Regular Season,1991-92,29100737,1992-02-25,CHH vs. MIL,CHH,MIL,3,1992
Regular Season,1991-92,29100738,1992-02-25,NJN vs. BOS,NJN,BOS,4,1992
Regular Season,1991-92,29100739,1992-02-25,DET vs. CHI,DET,CHI,5,1992
Regular Season,1991-92,29100740,1992-02-26,LAL vs. NYK,LAL,NYK,1,1992
Regular Season,1991-92,29100741,1992-02-26,GOS @ HOU,HOU,GOS,2,1992
Regular Season,1991-92,29100742,1992-02-26,ORL vs. PHL,ORL,PHL,3,1992
Regular Season,1991-92,29100743,1992-02-26,IND @ BOS,BOS,IND,4,1992
Regular Season,1991-92,29100744,1992-02-26,CLE @ PHX,PHX,CLE,5,1992
Regular Season,1991-92,29100745,1992-02-26,DAL @ MIN,MIN,DAL,6,1992
Regular Season,1991-92,29100746,1992-02-26,MIA @ DEN,MIA,DEN,7,1992
Regular Season,1991-92,29100747,1992-02-26,WAS @ CHI,CHI,WAS,8,1992
Regular Season,1991-92,29100748,1992-02-27,DET vs. MIL,DET,MIL,1,1992
Regular Season,1991-92,29100749,1992-02-27,CHH vs. PHL,CHH,PHL,2,1992
Regular Season,1991-92,29100750,1992-02-27,SAN vs. GOS,SAN,GOS,3,1992
Regular Season,1991-92,29100751,1992-02-27,UTH vs. SEA,SEA,UTH,4,1992
Regular Season,1991-92,29100752,1992-02-27,NJN vs. POR,NJN,POR,5,1992
Regular Season,1991-92,29100753,1992-02-27,SAC vs. NYK,SAC,NYK,6,1992
Regular Season,1991-92,29100754,1992-02-28,ATL vs. BOS,ATL,BOS,1,1992
Regular Season,1991-92,29100755,1992-02-28,CHI @ MIL,CHI,MIL,2,1992
Regular Season,1991-92,29100756,1992-02-28,WAS vs. POR,POR,WAS,3,1992
Regular Season,1991-92,29100757,1992-02-28,DEN vs. HOU,HOU,DEN,4,1992
Regular Season,1991-92,29100758,1992-02-28,IND vs. ORL,IND,ORL,5,1992
Regular Season,1991-92,29100759,1992-02-28,LAC vs. MIA,LAC,MIA,6,1992
Regular Season,1991-92,29100760,1992-02-28,DAL vs. PHX,DAL,PHX,7,1992
Regular Season,1991-92,29100761,1992-02-28,LAL vs. CLE,CLE,LAL,8,1992
Regular Season,1991-92,29100762,1992-02-29,NYK vs. MIN,NYK,MIN,1,1992
Regular Season,1991-92,29100763,1992-02-29,WAS vs. PHL,PHL,WAS,2,1992
Regular Season,1991-92,29100764,1992-02-29,SAC vs. SEA,SAC,SEA,3,1992
Regular Season,1991-92,29100765,1992-02-29,NJN @ DET,NJN,DET,4,1992
Regular Season,1991-92,29100766,1992-02-29,SAN vs. DEN,SAN,DEN,5,1992
Regular Season,1991-92,29100767,1992-02-29,CHH vs. IND,CHH,IND,6,1992
Regular Season,1991-92,29100768,1992-02-29,MIA @ GOS,GOS,MIA,7,1992
Regular Season,1991-92,29100769,1992-03-01,CLE @ SEA,SEA,CLE,1,1992
Regular Season,1991-92,29100770,1992-03-01,BOS vs. DAL,BOS,DAL,2,1992
Regular Season,1991-92,29100771,1992-03-01,UTH @ PHX,PHX,UTH,3,1992
Regular Season,1991-92,29100772,1992-03-01,ATL @ MIL,MIL,ATL,4,1992
Regular Season,1991-92,29100773,1992-03-01,NYK @ NJN,NJN,NYK,5,1992
Regular Season,1991-92,29100774,1992-03-01,HOU @ LAL,HOU,LAL,6,1992
Regular Season,1991-92,29100775,1992-03-01,LAC @ ORL,LAC,ORL,7,1992
Regular Season,1991-92,29100776,1992-03-01,CHI vs. POR,CHI,POR,8,1992
Regular Season,1991-92,29100777,1992-03-02,WAS @ DET,DET,WAS,1,1992
Regular Season,1991-92,29100778,1992-03-02,GOS @ SAC,GOS,SAC,2,1992
Regular Season,1991-92,29100779,1992-03-03,MIN vs. SAN,SAN,MIN,1,1992
Regular Season,1991-92,29100780,1992-03-03,SEA vs. DEN,SEA,DEN,2,1992
Regular Season,1991-92,29100781,1992-03-03,DAL @ NYK,NYK,DAL,3,1992
Regular Season,1991-92,29100782,1992-03-03,ORL vs. WAS,WAS,ORL,4,1992
Regular Season,1991-92,29100783,1992-03-03,POR vs. LAL,POR,LAL,5,1992
